,filename1,filename2,label1,label2,match,features1,features2,x
12,rjrqbatlca.wav,rjrqbatlca.wav,7,7,True,[38  9 42 38  9  0  0  0  0  0  0  0  0  0  0],[38  9 42 38  9  0  0  0  0  0  0  0  0  0  0],"[38.  9. 42. 38.  9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 38.  9. 42.
 38.  9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
13,ixkhocbexb.wav,zhuoofjubf.wav,211,215,False,[ 8  8 51 25  8  0  0  0  0  0  0  0  0  0  0],[ 7 46  7 44  9 45  0  0  0  0  0  0  0  0  0],"[ 8.  8. 51. 25.  8.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  7. 46.  7.
 44.  9. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
14,qgaehindtv.wav,zhuoofjubf.wav,206,215,False,[23 21 21 47  0  0  0  0  0  0  0  0  0  0  0],[ 7 46  7 44  9 45  0  0  0  0  0  0  0  0  0],"[23. 21. 21. 47.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  7. 46.  7.
 44.  9. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
15,kovqiznllc.wav,kovqiznllc.wav,101,101,True,[16  9  9 18 31 18  0  0  0  0  0  0  0  0  0],[16  9  9 18 31 18  0  0  0  0  0  0  0  0  0],"[16.  9.  9. 18. 31. 18.  0.  0.  0.  0.  0.  0.  0.  0.  0. 16.  9.  9.
 18. 31. 18.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
16,ndhsmlansj.wav,ndhsmlansj.wav,101,101,True,[16  9  8 18 32 17  0  0  0  0  0  0  0  0  0],[16  9  8 18 32 17  0  0  0  0  0  0  0  0  0],"[16.  9.  8. 18. 32. 17.  0.  0.  0.  0.  0.  0.  0.  0.  0. 16.  9.  8.
 18. 32. 17.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
17,rupzhrxnvo.wav,dumxartuej.wav,8,8,True,[17  8  8 17 73 21  8  7 16  0  0  0  0  0  0],[19  7  8 16 82 16  9  8 15  0  0  0  0  0  0],"[17.  8.  8. 17. 73. 21.  8.  7. 16.  0.  0.  0.  0.  0.  0. 19.  7.  8.
 16. 82. 16.  9.  8. 15.  0.  0.  0.  0.  0.  0.]"
18,xwrxxvztrb.wav,qnzjyterey.wav,6,103,False,[ 7  6  6 11 15 16  7  7  6 12 15  0  0  0  0],[8 7 0 0 0 0 0 0 0 0 0 0 0 0 0],"[ 7.  6.  6. 11. 15. 16.  7.  7.  6. 12. 15.  0.  0.  0.  0.  8.  7.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
19,oqdpexpbcn.wav,xjcwvtcyce.wav,204,215,False,[10  8  9  9 10 36  0  0  0  0  0  0  0  0  0],[ 7 43  7 45  7 44  0  0  0  0  0  0  0  0  0],"[10.  8.  9.  9. 10. 36.  0.  0.  0.  0.  0.  0.  0.  0.  0.  7. 43.  7.
 45.  7. 44.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
20,mokhicvkqf.wav,bidasxlymp.wav,9,213,False,[19  8  8 15 19  8  8 21  9  9  8  8  0  0  0],[12 12 13 13 12 13 28 13 12 27 13 13  0  0  0],"[19.  8.  8. 15. 19.  8.  8. 21.  9.  9.  8.  8.  0.  0.  0. 12. 12. 13.
 13. 12. 13. 28. 13. 12. 27. 13. 13.  0.  0.  0.]"
21,qnzjyterey.wav,porggqhlib.wav,103,216,False,[8 7 0 0 0 0 0 0 0 0 0 0 0 0 0],[75 80  0  0  0  0  0  0  0  0  0  0  0  0  0],"[ 8.  7.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 75. 80.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
22,zxogapkubr.wav,radtqbspve.wav,200,200,True,[ 9  9 10 17 10  0  0  0  0  0  0  0  0  0  0],[ 9 10 10 17 11  0  0  0  0  0  0  0  0  0  0],"[ 9.  9. 10. 17. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  9. 10. 10.
 17. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
23,xjcwvtcyce.wav,xjcwvtcyce.wav,215,215,True,[ 7 43  7 45  7 44  0  0  0  0  0  0  0  0  0],[ 7 43  7 45  7 44  0  0  0  0  0  0  0  0  0],"[ 7. 43.  7. 45.  7. 44.  0.  0.  0.  0.  0.  0.  0.  0.  0.  7. 43.  7.
 45.  7. 44.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
24,oqdpexpbcn.wav,elesgfaxki.wav,204,213,False,[10  8  9  9 10 36  0  0  0  0  0  0  0  0  0],[13 13 13 12 13 29 12 14 26 13 14  0  0  0  0],"[10.  8.  9.  9. 10. 36.  0.  0.  0.  0.  0.  0.  0.  0.  0. 13. 13. 13.
 12. 13. 29. 12. 14. 26. 13. 14.  0.  0.  0.  0.]"
25,pxtgqsabnh.wav,pxtgqsabnh.wav,9,9,True,[19  8  7 15 16  8  8 19  9  8  8  8  0  0  0],[19  8  7 15 16  8  8 19  9  8  8  8  0  0  0],"[19.  8.  7. 15. 16.  8.  8. 19.  9.  8.  8.  8.  0.  0.  0. 19.  8.  7.
 15. 16.  8.  8. 19.  9.  8.  8.  8.  0.  0.  0.]"
26,afceoescqs.wav,auekkfhgvs.wav,6,107,False,[ 7  7  6 12 17 19  8  9  4 13 17  0  0  0  0],[11 29 12 27 27 11 11  0  0  0  0  0  0  0  0],"[ 7.  7.  6. 12. 17. 19.  8.  9.  4. 13. 17.  0.  0.  0.  0. 11. 29. 12.
 27. 27. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.]"
27,ugsvpqnwjq.wav,jlzswxwpsr.wav,5,216,False,[14 14 30  6  5 13  0  0  0  0  0  0  0  0  0],[79 84  0  0  0  0  0  0  0  0  0  0  0  0  0],"[14. 14. 30.  6.  5. 13.  0.  0.  0.  0.  0.  0.  0.  0.  0. 79. 84.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
28,ltmfyyflem.wav,aibjsgeegu.wav,214,217,False,[13 12 11 12 12 12 26 12 11 12 11  0  0  0  0],[  5   3  14   9  14   4   5 162  59   0   0   0   0   0   0],"[ 13.  12.  11.  12.  12.  12.  26.  12.  11.  12.  11.   0.   0.   0.
   0.   5.   3.  14.   9.  14.   4.   5. 162.  59.   0.   0.   0.   0.
   0.   0.]"
29,ijxuxxcvuh.wav,oqdpexpbcn.wav,209,204,False,[56 56 21  7 12 13  0  0  0  0  0  0  0  0  0],[10  8  9  9 10 36  0  0  0  0  0  0  0  0  0],"[56. 56. 21.  7. 12. 13.  0.  0.  0.  0.  0.  0.  0.  0.  0. 10.  8.  9.
  9. 10. 36.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
30,mnkrdgpbgd.wav,bidasxlymp.wav,212,213,False,[36  8  6 25 25 37  7  6 13 12  0  0  0  0  0],[12 12 13 13 12 13 28 13 12 27 13 13  0  0  0],"[36.  8.  6. 25. 25. 37.  7.  6. 13. 12.  0.  0.  0.  0.  0. 12. 12. 13.
 13. 12. 13. 28. 13. 12. 27. 13. 13.  0.  0.  0.]"
31,xjcwvtcyce.wav,jkhivvzers.wav,215,201,False,[ 7 43  7 45  7 44  0  0  0  0  0  0  0  0  0],[37 35  0  0  0  0  0  0  0  0  0  0  0  0  0],"[ 7. 43.  7. 45.  7. 44.  0.  0.  0.  0.  0.  0.  0.  0.  0. 37. 35.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
32,txeprqxfum.wav,ehxeagksdh.wav,217,217,True,[ 4  5 14  4  5 15  5  4  0  0  0  0  0  0  0],[  4   4  15   6   4  15   4   6 177   0   0   0   0   0   0],"[  4.   5.  14.   4.   5.  15.   5.   4.   0.   0.   0.   0.   0.   0.
   0.   4.   4.  15.   6.   4.  15.   4.   6. 177.   0.   0.   0.   0.
   0.   0.]"
33,aibjsgeegu.wav,nteucpudss.wav,217,109,False,[  5   3  14   9  14   4   5 162  59   0   0   0   0   0   0],[13 14 12 13 11 14  0  0  0  0  0  0  0  0  0],"[  5.   3.  14.   9.  14.   4.   5. 162.  59.   0.   0.   0.   0.   0.
   0.  13.  14.  12.  13.  11.  14.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]"
34,jlzswxwpsr.wav,bwvapouaiz.wav,216,207,False,[79 84  0  0  0  0  0  0  0  0  0  0  0  0  0],[  8  64   8  25   9  27   8 104   0   0   0   0   0   0   0],"[ 79.  84.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   8.  64.   8.  25.   9.  27.   8. 104.   0.   0.   0.   0.   0.
   0.   0.]"
35,nteucpudss.wav,ctpfqrfjkm.wav,109,205,False,[13 14 12 13 11 14  0  0  0  0  0  0  0  0  0],[ 5  4 14  4  6  0  0  0  0  0  0  0  0  0  0],"[13. 14. 12. 13. 11. 14.  0.  0.  0.  0.  0.  0.  0.  0.  0.  5.  4. 14.
  4.  6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
36,wlbegoogpi.wav,xnzsiyorwy.wav,109,216,False,[13 13 15 10 13 17  0  0  0  0  0  0  0  0  0],[74 80  0  0  0  0  0  0  0  0  0  0  0  0  0],"[13. 13. 15. 10. 13. 17.  0.  0.  0.  0.  0.  0.  0.  0.  0. 74. 80.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
37,kzrfldkdiu.wav,dsypcprhpa.wav,211,103,False,[ 7  8 41 26  9  0  0  0  0  0  0  0  0  0  0],[ 8 11  0  0  0  0  0  0  0  0  0  0  0  0  0],"[ 7.  8. 41. 26.  9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8. 11.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
38,auekkfhgvs.wav,pxtgqsabnh.wav,107,9,False,[11 29 12 27 27 11 11  0  0  0  0  0  0  0  0],[19  8  7 15 16  8  8 19  9  8  8  8  0  0  0],"[11. 29. 12. 27. 27. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0. 19.  8.  7.
 15. 16.  8.  8. 19.  9.  8.  8.  8.  0.  0.  0.]"
39,kovqiznllc.wav,rupzhrxnvo.wav,101,8,False,[16  9  9 18 31 18  0  0  0  0  0  0  0  0  0],[17  8  8 17 73 21  8  7 16  0  0  0  0  0  0],"[16.  9.  9. 18. 31. 18.  0.  0.  0.  0.  0.  0.  0.  0.  0. 17.  8.  8.
 17. 73. 21.  8.  7. 16.  0.  0.  0.  0.  0.  0.]"
40,ltmfyyflem.wav,ltmfyyflem.wav,214,214,True,[13 12 11 12 12 12 26 12 11 12 11  0  0  0  0],[13 12 11 12 12 12 26 12 11 12 11  0  0  0  0],"[13. 12. 11. 12. 12. 12. 26. 12. 11. 12. 11.  0.  0.  0.  0. 13. 12. 11.
 12. 12. 12. 26. 12. 11. 12. 11.  0.  0.  0.  0.]"
41,dumxartuej.wav,ndhsmlansj.wav,8,101,False,[19  7  8 16 82 16  9  8 15  0  0  0  0  0  0],[16  9  8 18 32 17  0  0  0  0  0  0  0  0  0],"[19.  7.  8. 16. 82. 16.  9.  8. 15.  0.  0.  0.  0.  0.  0. 16.  9.  8.
 18. 32. 17.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
42,ocavchpcbv.wav,ocavchpcbv.wav,presentation-password,presentation-password,True,[12  7  7 12 26 13  0  0  0  0  0  0  0  0  0],[12  7  7 12 26 13  0  0  0  0  0  0  0  0  0],"[12.  7.  7. 12. 26. 13.  0.  0.  0.  0.  0.  0.  0.  0.  0. 12.  7.  7.
 12. 26. 13.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
43,ijpnxmctdv.wav,ijpnxmctdv.wav,212,212,True,[35  7  7 25 25 38  6  7 12 13  0  0  0  0  0],[35  7  7 25 25 38  6  7 12 13  0  0  0  0  0],"[35.  7.  7. 25. 25. 38.  6.  7. 12. 13.  0.  0.  0.  0.  0. 35.  7.  7.
 25. 25. 38.  6.  7. 12. 13.  0.  0.  0.  0.  0.]"
44,dumxartuej.wav,vynfgxttcp.wav,8,103,False,[19  7  8 16 82 16  9  8 15  0  0  0  0  0  0],[11 11  0  0  0  0  0  0  0  0  0  0  0  0  0],"[19.  7.  8. 16. 82. 16.  9.  8. 15.  0.  0.  0.  0.  0.  0. 11. 11.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
45,rjrqbatlca.wav,mvkyhqdwub.wav,7,109,False,[38  9 42 38  9  0  0  0  0  0  0  0  0  0  0],[13 14 15 12 13 15  0  0  0  0  0  0  0  0  0],"[38.  9. 42. 38.  9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 13. 14. 15.
 12. 13. 15.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
46,mvkyhqdwub.wav,rgxpztuhny.wav,109,212,False,[13 14 15 12 13 15  0  0  0  0  0  0  0  0  0],[32  7  7 24 25 36  6  7 12 12  0  0  0  0  0],"[13. 14. 15. 12. 13. 15.  0.  0.  0.  0.  0.  0.  0.  0.  0. 32.  7.  7.
 24. 25. 36.  6.  7. 12. 12.  0.  0.  0.  0.  0.]"
47,rlipljgxjj.wav,bjmudjflmc.wav,205,204,False,[ 9 16  4  6  0  0  0  0  0  0  0  0  0  0  0],[16 10 10 37  0  0  0  0  0  0  0  0  0  0  0],"[ 9. 16.  4.  6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 16. 10. 10.
 37.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
48,ooyevtcxvf.wav,afceoescqs.wav,6,6,True,[ 7  9  4 13 19 18  8  8  6 14 18  0  0  0  0],[ 7  7  6 12 17 19  8  9  4 13 17  0  0  0  0],"[ 7.  9.  4. 13. 19. 18.  8.  8.  6. 14. 18.  0.  0.  0.  0.  7.  7.  6.
 12. 17. 19.  8.  9.  4. 13. 17.  0.  0.  0.  0.]"
49,mffbtntxqa.wav,ltmfyyflem.wav,test with talk,214,False,[ 9 15 25 20 20 54  3  5 12 29  5  0  0  0  0],[13 12 11 12 12 12 26 12 11 12 11  0  0  0  0],"[ 9. 15. 25. 20. 20. 54.  3.  5. 12. 29.  5.  0.  0.  0.  0. 13. 12. 11.
 12. 12. 12. 26. 12. 11. 12. 11.  0.  0.  0.  0.]"
50,oqdpexpbcn.wav,wlbegoogpi.wav,204,109,False,[10  8  9  9 10 36  0  0  0  0  0  0  0  0  0],[13 13 15 10 13 17  0  0  0  0  0  0  0  0  0],"[10.  8.  9.  9. 10. 36.  0.  0.  0.  0.  0.  0.  0.  0.  0. 13. 13. 15.
 10. 13. 17.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
51,ztvloagxul.wav,ayelsyhuxs.wav,2,209,False,[ 8  6 14  8  6 15 16  7 13  8  0  0  0  0  0],[56 57 18  7 11 12  0  0  0  0  0  0  0  0  0],"[ 8.  6. 14.  8.  6. 15. 16.  7. 13.  8.  0.  0.  0.  0.  0. 56. 57. 18.
  7. 11. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
52,qvevekybnq.wav,fsohitjzej.wav,203,206,False,[16 63 19  0  0  0  0  0  0  0  0  0  0  0  0],[19 20 20 44  0  0  0  0  0  0  0  0  0  0  0],"[16. 63. 19.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 19. 20. 20.
 44.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
53,fztigkaxcq.wav,jkhivvzers.wav,210,201,False,[ 9  8  9 18 28  9  9  8  0  0  0  0  0  0  0],[37 35  0  0  0  0  0  0  0  0  0  0  0  0  0],"[ 9.  8.  9. 18. 28.  9.  9.  8.  0.  0.  0.  0.  0.  0.  0. 37. 35.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
54,hpksmzrrau.wav,cbowckbxbf.wav,102,203,False,[44 44 21 21  0  0  0  0  0  0  0  0  0  0  0],[19 61 19  0  0  0  0  0  0  0  0  0  0  0  0],"[44. 44. 21. 21.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 19. 61. 19.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
55,bwvapouaiz.wav,oenzzjfabf.wav,207,204,False,[  8  64   8  25   9  27   8 104   0   0   0   0   0   0   0],[10  8  8 10 10 38  0  0  0  0  0  0  0  0  0],"[  8.  64.   8.  25.   9.  27.   8. 104.   0.   0.   0.   0.   0.   0.
   0.  10.   8.   8.  10.  10.  38.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]"
56,mjdenbdxcj.wav,mvkyhqdwub.wav,201,109,False,[31 33  0  0  0  0  0  0  0  0  0  0  0  0  0],[13 14 15 12 13 15  0  0  0  0  0  0  0  0  0],"[31. 33.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 13. 14. 15.
 12. 13. 15.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
57,ycdinlhbms.wav,shjokxnzux.wav,102,213,False,[44 39 21 20  0  0  0  0  0  0  0  0  0  0  0],[13 13 12 13 13 12 31 13 13 25 13 13  0  0  0],"[44. 39. 21. 20.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 13. 13. 12.
 13. 13. 12. 31. 13. 13. 25. 13. 13.  0.  0.  0.]"
58,mnkrdgpbgd.wav,vynfgxttcp.wav,212,103,False,[36  8  6 25 25 37  7  6 13 12  0  0  0  0  0],[11 11  0  0  0  0  0  0  0  0  0  0  0  0  0],"[36.  8.  6. 25. 25. 37.  7.  6. 13. 12.  0.  0.  0.  0.  0. 11. 11.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
59,tsoxcpgasb.wav,qgaehindtv.wav,9,206,False,[17  8  8 16 16  8  9 17 10  9  8  9  0  0  0],[23 21 21 47  0  0  0  0  0  0  0  0  0  0  0],"[17.  8.  8. 16. 16.  8.  9. 17. 10.  9.  8.  9.  0.  0.  0. 23. 21. 21.
 47.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
60,pzcxpzxpxd.wav,pzcxpzxpxd.wav,2020,2020,True,[ 6 11 10 11 12  5 10 20 33 16  5  9 25  6 11  7  6  8  3 69],[ 6 11 10 11 12  5 10 20 33 16  5  9 25  6 11  7  6  8  3 69],"[ 6. 11. 10. 11. 12.  5. 10. 20. 33. 16.  5.  9. 25.  6. 11.  7.  6.  8.
  3. 69.  6. 11. 10. 11. 12.  5. 10. 20. 33. 16.  5.  9. 25.  6. 11.  7.
  6.  8.  3. 69.]"
61,mnkrdgpbgd.wav,xnzsiyorwy.wav,212,216,False,[36  8  6 25 25 37  7  6 13 12  0  0  0  0  0],[74 80  0  0  0  0  0  0  0  0  0  0  0  0  0],"[36.  8.  6. 25. 25. 37.  7.  6. 13. 12.  0.  0.  0.  0.  0. 74. 80.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
62,bjmudjflmc.wav,oqdpexpbcn.wav,204,204,True,[16 10 10 37  0  0  0  0  0  0  0  0  0  0  0],[10  8  9  9 10 36  0  0  0  0  0  0  0  0  0],"[16. 10. 10. 37.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 10.  8.  9.
  9. 10. 36.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
63,cbowckbxbf.wav,nvdmllxvqy.wav,203,7,False,[19 61 19  0  0  0  0  0  0  0  0  0  0  0  0],[41  9 38 37  9  0  0  0  0  0  0  0  0  0  0],"[19. 61. 19.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 41.  9. 38.
 37.  9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
64,csbfhksvpj.wav,ooyevtcxvf.wav,201,6,False,[31 31  0  0  0  0  0  0  0  0  0  0  0  0  0],[ 7  9  4 13 19 18  8  8  6 14 18  0  0  0  0],"[31. 31.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  7.  9.  4.
 13. 19. 18.  8.  8.  6. 14. 18.  0.  0.  0.  0.]"
65,ixkhocbexb.wav,shjokxnzux.wav,211,213,False,[ 8  8 51 25  8  0  0  0  0  0  0  0  0  0  0],[13 13 12 13 13 12 31 13 13 25 13 13  0  0  0],"[ 8.  8. 51. 25.  8.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 13. 13. 12.
 13. 13. 12. 31. 13. 13. 25. 13. 13.  0.  0.  0.]"
66,elesgfaxki.wav,ozrzqfepzk.wav,213,110,False,[13 13 13 12 13 29 12 14 26 13 14  0  0  0  0],[48 13 12 12  0  0  0  0  0  0  0  0  0  0  0],"[13. 13. 13. 12. 13. 29. 12. 14. 26. 13. 14.  0.  0.  0.  0. 48. 13. 12.
 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
67,bjmudjflmc.wav,qvevekybnq.wav,204,203,False,[16 10 10 37  0  0  0  0  0  0  0  0  0  0  0],[16 63 19  0  0  0  0  0  0  0  0  0  0  0  0],"[16. 10. 10. 37.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 16. 63. 19.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
68,haflvkblwb.wav,qdcdgqjjdr.wav,107,107,True,[12 30 10 29 28 23  0  0  0  0  0  0  0  0  0],[11 26 11 29 27 11 11  0  0  0  0  0  0  0  0],"[12. 30. 10. 29. 28. 23.  0.  0.  0.  0.  0.  0.  0.  0.  0. 11. 26. 11.
 29. 27. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.]"
69,kovqiznllc.wav,zxogapkubr.wav,101,200,False,[16  9  9 18 31 18  0  0  0  0  0  0  0  0  0],[ 9  9 10 17 10  0  0  0  0  0  0  0  0  0  0],"[16.  9.  9. 18. 31. 18.  0.  0.  0.  0.  0.  0.  0.  0.  0.  9.  9. 10.
 17. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
70,jkhivvzers.wav,bidasxlymp.wav,201,213,False,[37 35  0  0  0  0  0  0  0  0  0  0  0  0  0],[12 12 13 13 12 13 28 13 12 27 13 13  0  0  0],"[37. 35.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 12. 12. 13.
 13. 12. 13. 28. 13. 12. 27. 13. 13.  0.  0.  0.]"
71,elesgfaxki.wav,ltmfyyflem.wav,213,214,False,[13 13 13 12 13 29 12 14 26 13 14  0  0  0  0],[13 12 11 12 12 12 26 12 11 12 11  0  0  0  0],"[13. 13. 13. 12. 13. 29. 12. 14. 26. 13. 14.  0.  0.  0.  0. 13. 12. 11.
 12. 12. 12. 26. 12. 11. 12. 11.  0.  0.  0.  0.]"
